57887085.8496,673702795,644.744558543487,712.658962090541,661.240182347449,479.767687953734
57887107.8144,674523324,678.416060082934,706.853029076187,702.872228630014,456.4006398425
57887132.3904,675344957,647.206535086939,714.173102686787,663.797440544845,515.287149829785
57887157.6448,676165550,644.814607841392,712.524225248436,661.14175866425,479.69746934088
57887182.5664,676987055,678.270266422253,706.683430253957,703.062045733326,456.525983347689
57887207.8336,677807744,647.262916229155,714.162738314317,663.734168177075,515.158525081006
57887232.704,678627745,644.723486803467,712.601486934118,661.214990571392,479.75784422296
57887257.5616,679449362,678.379611667764,706.846433566434,703.00814704967,456.437389770723
57887282.7008,680269971,647.031696595419,714.076996687523,663.732410611303,514.962962962963
57887308.032,681091444,644.656285037997,712.630695620169,661.227293531792,479.951437594848
57887333.1712,681912117,678.365943512075,706.940655134339,703.05911645704,456.417702309175
57887358.0288,682733734,647.200270515581,714.133529628267,663.754087255817,514.988556662975
57887382.9632,683554279,644.59420883091,712.506323150534,661.062668204537,480.10959353595
57887407.9232,684374888,678.557867198206,706.897313213103,703.013419746984,456.319265001435
57887433.3952,685196009,647.119970100909,714.293706293706,663.687299756504,514.76740084492
57887458.0352,686017082,644.794675114346,712.506323150534,661.326888925505,480.127968500062
57887483.136,686838651,678.310701382833,706.771056312109,702.928470734699,456.411139821992
57887508.9536,687659228,647.334674046522,714.288995215311,663.968510279929,515.082400229687
57887533.4016,688480797,644.818024880315,712.807832167832,661.102506362022,479.812969115295
57887558.3104,689301374,678.212746267063,706.860566801619,703.291700994123,456.644108116976
